-14354.342,-5525475.594,3175112.878
-14352.683,-5525470.207,3175122.205
-14350.997,-5525464.833,3175131.506
-14349.299,-5525459.462,3175140.797
-14347.575,-5525454.1,3175150.07
-14345.842,-5525448.783,3175159.264
-14344.149,-5525443.517,3175168.389
-14342.514,-5525438.254,3175177.484
-14340.894,-5525433.008,3175186.574
-14339.307,-5525427.762,3175195.643
-14337.737,-5525422.514,3175204.716
-14336.196,-5525417.264,3175213.792
-14334.66,-5525412.022,3175222.866
-14333.091,-5525406.77,3175231.947
-14331.497,-5525401.516,3175241.026
-14070.182,-5524551.838,3176710.404
-14068.753,-5524546.72,3176719.267
-14067.297,-5524541.598,3176728.127
-14065.805,-5524536.473,3176737
-14064.277,-5524531.326,3176745.919
-14062.712,-5524526.155,3176754.845
-14061.104,-5524520.975,3176763.787
-14059.491,-5524515.803,3176772.746
-14057.88,-5524510.617,3176781.7
-14056.283,-5524505.446,3176790.659
-14054.694,-5524500.282,3176799.599
-14053.118,-5524495.11,3176808.537
-14051.552,-5524489.951,3176817.456
-14049.993,-5524484.792,3176826.365
-14048.443,-5524479.645,3176835.268
-14046.894,-5524474.5,3176844.156
-14045.357,-5524469.359,3176853.037
-14043.777,-5524464.231,3176861.896
-14042.155,-5524459.127,3176870.739
-14040.513,-5524454.036,3176879.558
-14038.882,-5524448.947,3176888.357
-14037.252,-5524443.869,3176897.121
-14035.63,-5524438.798,3176905.876
-14034.012,-5524433.745,3176914.626
-14032.388,-5524428.69,3176923.362
-14030.764,-5524423.637,3176932.091
-14029.147,-5524418.588,3176940.815
-14027.559,-5524413.539,3176949.538
-14025.995,-5524408.481,3176958.29
-14024.463,-5524403.402,3176967.068
-14022.942,-5524398.288,3176975.889
-14021.429,-5524393.138,3176984.8
-14019.915,-5524387.946,3176993.766
-14018.406,-5524382.734,3177002.79
-14016.901,-5524377.498,3177011.836
-14015.427,-5524372.242,3177020.917
-14013.968,-5524366.978,3177030.016
-14012.486,-5524361.704,3177039.12
-14010.976,-5524356.443,3177048.22
-14009.463,-5524351.194,3177057.308
-14007.959,-5524345.939,3177066.39
-14006.388,-5524340.694,3177075.456
-14004.717,-5524335.456,3177084.52
-14003.009,-5524330.215,3177093.584
-14001.296,-5524324.963,3177102.653
-13999.583,-5524319.706,3177111.731
-13997.871,-5524314.45,3177120.821
-13996.173,-5524309.196,3177129.915
-13994.516,-5524303.931,3177139.014
-13992.886,-5524298.658,3177148.126
-13991.277,-5524293.373,3177157.234
-13989.691,-5524288.093,3177166.358
-13988.121,-5524282.827,3177175.482
-13986.575,-5524277.529,3177184.602
-13985.043,-5524272.242,3177193.73
-13983.526,-5524266.968,3177202.858
-13982.02,-5524261.696,3177211.977
-13980.462,-5524256.436,3177221.076
-13978.838,-5524251.184,3177230.167
-13977.181,-5524245.932,3177239.241
-13975.509,-5524240.692,3177248.31
-13973.821,-5524235.456,3177257.36
-13972.128,-5524230.23,3177266.391
-13970.427,-5524225.006,3177275.396
-13968.713,-5524219.79,3177284.385
-13966.997,-5524214.59,3177293.411
-13965.297,-5524209.368,3177302.454
-13963.617,-5524204.112,3177311.511
-13961.949,-5524198.859,3177320.592
-13960.303,-5524193.565,3177329.671
-13958.664,-5524188.295,3177338.769
-13957.029,-5524183.014,3177347.873
-13955.39,-5524177.735,3177357.002
-13953.762,-5524172.451,3177366.132
-13952.136,-5524167.162,3177375.265
-13950.512,-5524161.884,3177384.403
-13948.875,-5524156.598,3177393.534
-13940.699,-5524130.211,3177439.11
-13939.091,-5524124.946,3177448.203
-13935.905,-5524114.439,3177466.36
-13934.332,-5524109.188,3177475.432
-13932.783,-5524103.947,3177484.491
-13926.592,-5524083.007,3177520.683
-13925.039,-5524077.789,3177529.715
-13923.487,-5524072.577,3177538.74
-13921.924,-5524067.383,3177547.748
-13920.334,-5524062.23,3177556.766
-13918.743,-5524057.091,3177565.765
-13917.167,-5524051.958,3177574.764
-13915.604,-5524046.847,3177583.739
-13839.769,-5523799.709,3178010.753
-13837.812,-5523793.224,3178021.823
-13835.951,-5523786.745,3178032.9
-13834.098,-5523780.26,3178044.016
-13832.201,-5523773.734,3178055.227
-13830.26,-5523767.179,3178066.539
-13828.307,-5523760.576,3178077.929
-13826.803,-5523755.598,3178086.532
-13825.266,-5523750.583,3178095.183
-13823.718,-5523745.561,3178103.863
-13822.169,-5523740.531,3178112.565
-13820.61,-5523735.48,3178121.278
-13819.033,-5523730.422,3178130.007
-13817.454,-5523725.369,3178138.749
-13815.875,-5523720.317,3178147.494
-13814.296,-5523715.247,3178156.241
-13812.742,-5523710.179,3178164.99
-13811.224,-5523705.105,3178173.734
-13809.712,-5523700.042,3178182.475
-13808.153,-5523694.996,3178191.205
-13806.58,-5523689.938,3178199.926
-13804.985,-5523684.891,3178208.638
-13803.376,-5523679.842,3178217.342
-13801.757,-5523674.812,3178226.057
-13800.129,-5523669.78,3178234.75
-13798.498,-5523664.755,3178243.448
-13796.871,-5523659.719,3178252.142
-13795.262,-5523654.679,3178260.841
-13793.654,-5523649.645,3178269.566
-13792.055,-5523644.588,3178278.293
-13790.456,-5523639.52,3178287.042
-13788.871,-5523634.446,3178295.817
-13787.288,-5523629.358,3178304.622
-13785.69,-5523624.254,3178313.443
-13784.089,-5523619.15,3178322.274
-13782.495,-5523614.023,3178331.127
-13780.909,-5523608.888,3178340.001
-13779.33,-5523603.73,3178348.905
-13777.751,-5523598.572,3178357.83
-13776.171,-5523593.409,3178366.772
-13774.587,-5523588.224,3178375.722
-13772.986,-5523583.034,3178384.685
-13771.373,-5523577.836,3178393.646
-13769.747,-5523572.648,3178402.625
-13768.123,-5523567.46,3178411.6
-13766.502,-5523562.258,3178420.577
-13764.884,-5523557.065,3178429.553
-13763.273,-5523551.86,3178438.536
-13761.669,-5523546.665,3178447.527
-13760.066,-5523541.457,3178456.518
-13758.476,-5523536.254,3178465.51
-13756.893,-5523531.036,3178474.511
-13755.306,-5523525.814,3178483.53
-13753.689,-5523520.582,3178492.581
-13752.075,-5523515.34,3178501.669
-13750.479,-5523510.048,3178510.79
-13748.897,-5523504.738,3178519.953
-13747.317,-5523499.396,3178529.173
-13745.745,-5523494.026,3178538.464
-13744.165,-5523488.626,3178547.806
-13742.586,-5523483.185,3178557.211
-13740.988,-5523477.695,3178566.676
-13739.363,-5523472.189,3178576.193
-13737.732,-5523466.656,3178585.756
-13736.09,-5523461.103,3178595.347
-13734.456,-5523455.532,3178604.977
-13732.794,-5523449.942,3178614.617
-13731.101,-5523444.342,3178624.29
-13729.389,-5523438.716,3178633.979
-13727.656,-5523433.103,3178643.691
-13725.9,-5523427.46,3178653.437
-13724.129,-5523421.806,3178663.209
-13722.333,-5523416.128,3178673.013
-13720.537,-5523410.429,3178682.849
-13718.748,-5523404.725,3178692.711
-13716.962,-5523399.012,3178702.581
-13715.171,-5523393.292,3178712.445
-13713.382,-5523387.579,3178722.324
-13711.584,-5523381.863,3178732.211
-13709.787,-5523376.13,3178742.118
-13707.983,-5523370.37,3178752.051
-13706.169,-5523364.613,3178761.997
-13704.36,-5523358.857,3178771.965
-13702.561,-5523353.063,3178781.939
-13700.771,-5523347.289,3178791.904
-13698.987,-5523341.539,3178801.863
-13697.221,-5523335.783,3178811.808
-13695.464,-5523330.033,3178821.74
-13693.718,-5523324.281,3178831.661
-13692.003,-5523318.548,3178841.563
-13690.295,-5523312.822,3178851.446
-13688.581,-5523307.129,3178861.313
-13686.874,-5523301.439,3178871.15
-13685.169,-5523295.727,3178880.99
-13683.456,-5523290.021,3178890.857
-13681.747,-5523284.301,3178900.726
-13680.019,-5523278.583,3178910.609
-13678.269,-5523272.854,3178920.5
-13676.504,-5523267.131,3178930.386
-13674.734,-5523261.399,3178940.286
-13672.957,-5523255.666,3178950.171
-13671.193,-5523249.951,3178960.051
-13669.436,-5523244.233,3178969.913
-13667.68,-5523238.533,3178979.754
-13665.931,-5523232.864,3178989.572
-13664.188,-5523227.222,3178999.305
-13662.465,-5523221.627,3179008.956
-13660.748,-5523216.06,3179018.564
-13659.034,-5523210.487,3179028.166
-13657.323,-5523204.911,3179037.799
-13655.615,-5523199.343,3179047.427
-13653.914,-5523193.8,3179057
-13652.223,-5523188.309,3179066.489
-13650.534,-5523182.837,3179075.929
-13648.84,-5523177.392,3179085.341
-13647.15,-5523171.97,3179094.687
-13645.471,-5523166.616,3179103.936
-13643.8,-5523161.319,3179113.091
-13642.14,-5523156.052,3179122.164
-13640.496,-5523150.807,3179131.226
-13638.882,-5523145.575,3179140.24
-13637.275,-5523140.374,3179149.228
-13635.681,-5523135.185,3179158.19
-13634.091,-5523129.998,3179167.135
-13632.503,-5523124.825,3179176.071
-13630.926,-5523119.643,3179185.007
-13629.349,-5523114.454,3179193.942
-13627.772,-5523109.283,3179202.878
-13626.203,-5523104.12,3179211.807
-13624.638,-5523098.963,3179220.713
-13623.081,-5523093.812,3179229.596
-13621.533,-5523088.69,3179238.463
-13619.987,-5523083.567,3179247.3
-13618.444,-5523078.451,3179256.124
-13616.91,-5523073.359,3179264.926
-13615.376,-5523068.272,3179273.719
-13613.847,-5523063.162,3179282.523
-13612.314,-5523058.032,3179291.371
-13610.786,-5523052.899,3179300.268
-13609.264,-5523047.73,3179309.195
-13607.745,-5523042.548,3179318.141
-13606.222,-5523037.364,3179327.105
-13604.699,-5523032.175,3179336.076
-13603.151,-5523026.973,3179345.042
-13601.552,-5523021.784,3179354.015
-13599.926,-5523016.568,3179363.015
-13598.284,-5523011.32,3179372.052
-13596.638,-5523006.063,3179381.141
-13594.986,-5523000.774,3179390.281
-13593.337,-5522995.476,3179399.464
-13591.682,-5522990.119,3179408.668
-13590.027,-5522984.755,3179417.916
-13588.367,-5522979.387,3179427.213
-13586.696,-5522973.989,3179436.514
-13585.032,-5522968.598,3179445.84
-13583.358,-5522963.193,3179455.178
-13581.673,-5522957.764,3179464.531
-13579.981,-5522952.338,3179473.897
-13578.28,-5522946.911,3179483.283
-13576.552,-5522941.491,3179492.653
-13574.792,-5522936.087,3179501.994
-13573.012,-5522930.706,3179511.293
-13571.267,-5522925.366,3179520.519
-13569.605,-5522920.073,3179529.655
-13568.037,-5522914.817,3179538.733
-13566.551,-5522909.571,3179547.802
-13565.08,-5522904.339,3179556.858
-13563.625,-5522899.116,3179565.868
-13562.108,-5522893.918,3179574.846
-13560.51,-5522888.736,3179583.79
-13558.889,-5522883.554,3179592.721
-13557.259,-5522878.376,3179601.66
-13555.671,-5522873.176,3179610.636
-13554.127,-5522867.967,3179619.631
-13552.627,-5522862.732,3179628.633
-13551.116,-5522857.516,3179637.63
-13549.554,-5522852.314,3179646.644
-13547.998,-5522847.092,3179655.668
-13546.452,-5522841.836,3179664.744
-13544.902,-5522836.538,3179673.885
-13543.353,-5522831.201,3179683.078
-13541.775,-5522825.861,3179692.31
-13540.199,-5522820.493,3179701.572
-13538.562,-5522815.122,3179710.858
-13536.887,-5522809.731,3179720.155
-13535.219,-5522804.338,3179729.453
-13533.545,-5522798.974,3179738.732
-13531.89,-5522793.62,3179747.982
-13530.234,-5522788.272,3179757.215
-13528.539,-5522782.94,3179766.428
-13526.825,-5522777.624,3179775.615
-13525.117,-5522772.302,3179784.794
-13523.416,-5522766.982,3179793.977
-13521.716,-5522761.64,3179803.188
-13520.004,-5522756.297,3179812.411
-13518.28,-5522750.955,3179821.652
-13516.547,-5522745.604,3179830.889
-13514.823,-5522740.252,3179840.134
-13513.098,-5522734.89,3179849.382
-13511.386,-5522729.537,3179858.628
-13509.65,-5522724.192,3179867.849
-13507.889,-5522718.842,3179877.063
-13506.184,-5522713.49,3179886.288
-13504.547,-5522708.143,3179895.53
-13502.949,-5522702.793,3179904.759
-13501.373,-5522697.449,3179913.982
-13499.801,-5522692.109,3179923.198
-13498.235,-5522686.771,3179932.423
-13496.667,-5522681.425,3179941.652
-13491.909,-5522665.228,3179969.554
-13489.246,-5522656.144,3179985.216
-13487.625,-5522650.681,3179994.628
-13485.983,-5522645.215,3180004.067
-13484.342,-5522639.742,3180013.514
-13482.702,-5522634.262,3180022.975
-13481.091,-5522628.776,3180032.435
-13479.467,-5522623.281,3180041.91
-13477.779,-5522617.793,3180051.385
-13476.053,-5522612.29,3180060.864
-13472.591,-5522601.306,3180079.821
-13470.875,-5522595.802,3180089.32
-13453.937,-5522540.402,3180184.95
-13447.039,-5522517.825,3180223.93
-13445.356,-5522512.086,3180233.828
-13441.855,-5522500.496,3180253.833
-13440.046,-5522494.658,3180263.915
-13438.253,-5522488.8,3180274.038
-13434.667,-5522476.989,3180294.408
-13432.845,-5522471.043,3180304.675
-13427.339,-5522453.145,3180335.563
-13425.521,-5522447.177,3180345.871
-13423.685,-5522441.216,3180356.167
-13421.839,-5522435.266,3180366.46
-13419.965,-5522429.292,3180376.748
-13418.092,-5522423.329,3180387.037
-13416.222,-5522417.382,3180397.33
-13414.372,-5522411.422,3180407.621
-13412.532,-5522405.467,3180417.917
-13410.701,-5522399.498,3180428.202
-13408.88,-5522393.536,3180438.501
-13407.065,-5522387.574,3180448.784
-13405.255,-5522381.613,3180459.079
-13403.426,-5522375.644,3180469.365
-13401.569,-5522369.692,3180479.648
-13399.701,-5522363.741,3180489.917
-13397.829,-5522357.78,3180500.177
-13395.952,-5522351.848,3180510.441
-13394.07,-5522345.917,3180520.689
-13392.18,-5522339.98,3180530.917
-13390.313,-5522334.061,3180541.14
-13388.452,-5522328.137,3180551.351
-13386.614,-5522322.225,3180561.549
-13384.784,-5522316.317,3180571.739
-13381.129,-5522304.535,3180592.078
-13379.318,-5522298.668,3180602.216
-13377.52,-5522292.811,3180612.33
-13375.73,-5522286.992,3180622.359
-13373.933,-5522281.226,3180632.285
-13372.159,-5522275.528,3180642.12
-13370.447,-5522269.9,3180651.856
-13368.782,-5522264.284,3180661.551
-13367.127,-5522258.688,3180671.211
-13365.465,-5522253.119,3180680.846
-13363.761,-5522247.553,3180690.46
-13362.111,-5522241.987,3180700.068
-13360.477,-5522236.443,3180709.651
-13358.838,-5522230.886,3180719.208
-13357.197,-5522225.328,3180728.795
